wallet,chain,asset,raw_value_in,raw_value_out,value_unit,value_in_usd_est,distinct_senders,distinct_recipients,out_cnt,active_days,hours_of_day_active,night_share,round100_share,pass_through,is_accumulator,informal_score,anomaly_score,is_anomaly,is_sanctioned,hops_to_sanctioned,risk_score,attributability,risk_attribution_score,risk_tags,risk_categories,risk_source_count,is_known_risk,confirmed,label_name,label_tags,campaign_terror_score,is_top_campaign_lead,anchor_exchange,anchor_exchange_addr,anchor_usdt,anchor_links,has_exchange_anchor,actionability,components_bridged,total_bridged_size,is_bridge_wallet,country_codes,country_source,hits_interesting_country,funnel_ratio_recipients,funnel_ratio_out_cnt,is_single_recipient
0xc48042826ed32bd2026c88d1a9ca61626c0484f4,ethereum,USDT,33422.589140999975,0.0,USDT,33422.589140999975,75,0,0,75,24,0.3067484662576687,0.024539877300613498,0.0,True,0.1967479674796748,0.05456295000018746,False,False,,27.3,,0,[],[],0,False,False,,,63.1,False,Coinbase 10,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,6338.3473890000005,7.0,True,52.3,0,,False,"['AE', 'GLOBAL', 'MT', 'US']",exchange,True,75.0,75.0,True
0xb9ffa4fe83b744e8d53dd44e904e3a57cd3ba152,ethereum,USDT,10322.535929,10322.535929,USDT,10322.535929,53,1,5,1,2,0.0,0.0,1.0,False,0.4948509485094851,0.10276607082374828,False,False,,26.4,,0,[],[],0,False,False,,,44.9,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,10322.535929,1.0,True,51.4,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,53.0,10.6,True
0x90d26309f9c83852aa626ee1f698caee73d1d7b7,ethereum,USDT,115718.14774200003,116190.0,USDT,115718.14774200003,73,14,22,59,24,0.12878787878787878,0.2916666666666667,1.0040775994708453,False,0.5896993852548824,0.11793193042339173,False,False,,26.2,,0,[],[],0,False,False,,,41.2,False,Binance 15,0x21a31ee1afc51d94c2efccaa2092ad1028285549,12994.814866,6.0,True,51.2,0,,False,"['AE', 'GLOBAL', 'MT', 'US']",exchange,True,5.21,3.32,False
0x668bc990aed168bdbf797b57105b14a5dbf5bea3,ethereum,USDT,72400.42211300001,73150.92308400001,USDT,72400.42211300001,51,13,17,7,8,0.017241379310344827,0.0,1.0103659750744083,False,0.4805826315433839,0.10252364418525228,False,False,,26.1,,0,[],[],0,False,False,,,18.7,False,Binance 17,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,10452.415304,1.0,True,51.1,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,3.92,3.0,False
0xe741c16e9af36a09f7ef1e8aaa500a4faf906ca5,ethereum,USDT,763146.428793,763146.4277,USDT,763146.428793,803,16,24,3,24,0.2350061199510404,0.009791921664626682,0.9999999985677716,False,0.6471544712582697,-0.015437428733019898,True,False,,50.7,,0,[],[],0,False,False,,,45.7,False,,,0.0,,False,50.7,0,,False,[],,False,50.19,33.46,False
0xa52b7763929343d2caa9182fb5cfd24772094290,ethereum,USDT,661907.7282759998,661907.694727,USDT,661907.7282759998,910,9,22,22,12,0.053783044667274384,0.10665451230628988,0.9999999493146878,False,0.8849593394564335,0.021156064342784164,False,False,,50.3,,0,[],[],0,False,False,,,62.4,False,,,0.0,,False,50.3,0,,False,[],,False,101.11,41.36,False
0xbd53634f5812b28fee4bfa72e3eed6da0114dfb5,ethereum,USDT,12569.921373,13312.282951,USDT,12569.921373,57,1,14,10,13,0.3103448275862069,0.0,1.059058569737324,False,0.3558034622042967,0.09036692645618294,False,False,,25.1,,0,[],[],0,False,False,,,44.5,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,13312.282951000001,1.0,True,50.1,2,22613.0,True,"['AE', 'GLOBAL', 'MT']",exchange,True,57.0,4.07,True
0x9fad7da84392f6f5499668232ed1d1e815d7621f,ethereum,USDT,13509.431880999997,13619.931881,USDT,13509.431880999997,51,1,3,4,4,0.038461538461538464,0.0,1.008179470533873,False,0.481019932451491,0.10829952098077034,False,False,,25.1,,0,[],[],0,False,False,,,49.4,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,13619.931881,1.0,True,50.1,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,51.0,17.0,True
0x446fc47571ca56e180f04cf280e5930f964cf519,ethereum,USDT,29399.612803999997,30086.321296000002,USDT,29399.612803999997,67,1,25,33,13,0.0,0.06315789473684211,1.0233577393205184,False,0.6481739805911809,0.1338759989672868,False,False,,24.9,,0,[],[],0,False,False,,,51.3,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,30086.321295999995,1.0,True,49.9,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,67.0,2.68,True
0x6ca77efbc58ad48960003d051478f534a782a5c5,ethereum,USDT,231352.257753,231352.257753,USDT,231352.257753,133,3,19,10,24,0.2332657200811359,0.004056795131845842,1.0,False,0.6112466124661248,0.13518068000726807,False,False,,23.7,,0,[],[],0,False,False,,,55.8,False,Binance 18,0x9696f59e4d72e237be84ffd425dcad154bf96976,20098.536999999997,5.0,True,48.7,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,44.33,7.0,False
