"wallet","chain","asset","raw_value_in","raw_value_out","value_unit","value_in_usd_est","distinct_senders","distinct_recipients","out_cnt","active_days","hours_of_day_active","night_share","round100_share","pass_through","is_accumulator","informal_score","anomaly_score","is_anomaly","is_sanctioned","hops_to_sanctioned","risk_score","attributability","risk_attribution_score","risk_tags","risk_categories","risk_source_count","is_known_risk","confirmed","label_name","label_tags"
"0x37c83e42ff9de7127639bab2a7058e1cf60e8858","tron","USDT",707909.2620000001,701869.5,"USDT",707909.2620000001,53,11,16,7,13,0.022900763358778626,0.12213740458015267,0.9914681692637607,False,0.5530254346190356,-0.025955711461099984,True,False,"",49.0,"",0,"[]","[]",0,False,False,"",""
"0xcc1aa1e65e2e86131d2c13b4d1eb648619d9ef2f","tron","USDT",507145.047712,507145.04771199997,"USDT",507145.047712,494,1,2,2,2,0.0,0.08393632416787265,0.9999999999999999,False,0.7996360153256705,0.017347210443492966,False,False,"",48.9,"",0,"[]","[]",0,False,False,"",""
"0xaaef3821cd16482ba0e38e21b4778f3f4f3f3e26","tron","USDT",621834.6814979999,445462.0,"USDT",621834.6814979999,54,22,24,6,12,0.0,0.273972602739726,0.7163672488110214,False,0.5686565915246564,-0.022112499021530008,True,False,"",48.9,"",0,"[]","[]",0,False,False,"",""
"0x08d597a90ace6b950abb86fce9482db4d65ec515","tron","USDT",1171597.7979909999,777997.778382,"USDT",1171597.7979909999,476,2,5,8,5,0.0379746835443038,0.14195298372513562,0.6640485153830722,False,0.8112962931149287,0.02081016042962569,False,False,"",48.7,"",0,"[]","[]",0,False,False,"",""
"0xc6502aa2a30e2066816f40c759a820f530012355","tron","USDT",861076.7571769995,830207.570863,"USDT",861076.7571769995,565,3,14,8,24,0.21087080250426865,0.0008537279453614115,0.9641504824550106,False,0.6532515524296995,-0.00636406670719758,True,False,"",48.7,"",0,"[]","[]",0,False,False,"",""
"0x7bba792bccebb458ea8c42dcbfac3c66dcf561ec","tron","USDT",28793.64479000001,0.0,"USDT",28793.64479000001,203,0,0,8,24,0.10194174757281553,0.0,0.0,True,0.2802490421455939,-0.0704380803438166,True,False,"",48.7,"",0,"[]","[]",0,False,False,"",""
"0xb69a36f484d939a096badda48b7a612e6f4bb9d2","tron","USDT",1209376.731101,1185000.0,"USDT",1209376.731101,404,1,17,4,24,0.21585365853658536,0.20365853658536584,0.9798435586909235,False,0.7061602826194108,0.0033257103782760034,False,False,"",48.6,"",0,"[]","[]",0,False,False,"",""
"0x8e07ee9e353f974c6e561278a069fdac67715a74","tron","USDT",823957.24,798212.8,"USDT",823957.24,56,13,19,8,8,0.3673469387755102,0.8843537414965986,0.968755126176208,False,0.54344451182528,-0.023611069454486988,True,False,"",48.5,"",0,"[]","[]",0,False,False,"",""
"0x09e2c2f8501a3018d1f915ebf75b57770db9dfce","tron","USDT",87941.855981,95026.196838,"USDT",87941.855981,70,17,18,7,13,0.0,0.3548387096774194,1.0805570996651537,False,0.7255169325573907,0.00825408294360741,False,False,"",48.4,"",0,"[]","[]",0,False,False,"",""
"0x3054a4e75754f022e51057274a7da91925de322e","tron","USDT",1751229.0722560002,1240000.0,"USDT",1751229.0722560002,368,5,12,8,24,0.2283464566929134,0.4409448818897638,0.7080741289902095,False,0.7503121438057048,0.01281484131233357,False,False,"",48.3,"",0,"[]","[]",0,False,False,"",""
"0xe48f058d5eb1b278c8a3e8bf70a7fb5568635580","tron","USDT",15533.051893999998,15356.061893999999,"USDT",15533.051893999998,100,2,24,8,18,0.10084033613445378,0.0,0.9886055875427567,False,0.7116483205736855,0.0061216221145707905,False,False,"",48.3,"",0,"[]","[]",0,False,False,"",""
"0xdba0f3238654005bcb9cc588131c88000ac8f4ed","tron","USDT",892095.8100719999,952272.0,"USDT",892095.8100719999,461,2,21,8,24,0.17647058823529413,0.6029411764705882,1.067454850979676,False,0.8151297194592373,0.024360978372173214,False,False,"",48.2,"",0,"[]","[]",0,False,False,"",""
"0xb6ad184e8afb28dd0738f745d5c4393fecf2ff69","tron","USDT",31745.0,35165.0,"USDT",31745.0,54,17,23,7,16,0.04838709677419355,0.27419354838709675,1.1077335013387934,False,0.6039513840234291,-0.011218574770052281,True,False,"",48.2,"",0,"[]","[]",0,False,False,"",""
"0x60478b37ef3bf579c7f6c145118142c87e7fed04","tron","USDT",10881.039999999999,11756.990000000002,"USDT",10881.039999999999,60,18,18,8,21,0.14678899082568808,0.30275229357798167,1.080502415210311,False,0.5098765284521907,-0.027815544669252845,True,False,"",48.2,"",0,"[]","[]",0,False,False,"",""
"0x7308ae57c92368220b493f90156c5b874e23e7dc","tron","USDT",322881.2,315355.41000000003,"USDT",322881.2,50,5,9,8,10,0.10434782608695652,0.9304347826086956,0.9766917677461556,False,0.6946870125530625,0.0048717186885468555,False,False,"",48.1,"",0,"[]","[]",0,False,False,"",""
"0x38a61b7af8413b799516a70283a06b3a2abbe8e1","tron","USDT",628300.0,597689.4199999999,"USDT",628300.0,57,9,25,8,23,0.32710280373831774,1.0,0.9512803119528886,False,0.5538384378695049,-0.01936377571988468,True,False,"",48.1,"",0,"[]","[]",0,False,False,"",""
"0x110fa040b259b98bca93ca80ed3b9a9c1f6bdd1e","tron","USDT",52058.740917999996,51739.85,"USDT",52058.740917999996,159,20,23,1,1,0.0,0.0,0.9938744020240079,False,0.7145986351940736,0.008666898304733661,False,False,"",48.0,"",0,"[]","[]",0,False,False,"",""
"0x814bd9ffb396137eeae0f49af16c011699ce3b7c","tron","USDT",51011.74,35748.2963,"USDT",51011.74,217,16,21,8,24,0.19613259668508287,0.40331491712707185,0.700785668161878,False,0.6779923826745211,0.0033184197014147765,False,False,"",47.9,"",0,"[]","[]",0,False,False,"",""
"0x0b4ef2f02f6c7f1e8ffa35f7c4c6583d8c214430","tron","USDT",161460.75000000003,165000.0,"USDT",161460.75000000003,267,2,15,8,24,0.2174303683737646,0.0,1.0219201880333144,False,0.6370719010906551,-0.0036281240677160653,True,False,"",47.9,"",0,"[]","[]",0,False,False,"",""
"0x66e1c613ff6cc3718c78312d209af3976656de14","tron","USDT",50006.605007000006,50005.670399999995,"USDT",50006.605007000006,50,19,23,1,1,0.0,0.2,0.9999813103289079,False,0.5696897486558199,-0.014931016420894783,True,False,"",47.8,"",0,"[]","[]",0,False,False,"",""
"0x88552414c10ce14e2d5b21105bf5525378e5e4c5","tron","USDT",603048.6908459999,0.0,"USDT",603048.6908459999,122,0,0,8,21,0.3105263157894737,0.6789473684210526,0.0,True,0.4210727969348659,-0.040097064919289105,True,False,"",47.8,"",0,"[]","[]",0,False,False,"",""
"0x4f9d00d0c0b7be06a454ee218112d3744aea71ea","tron","USDT",1093484.652191,1190000.0,"USDT",1093484.652191,455,1,6,8,24,0.12361809045226131,0.47035175879396984,1.0882640168891382,False,0.7478261238252375,0.016495936907029995,False,False,"",47.7,"",0,"[]","[]",0,False,False,"",""
